id,sentence,label
1159,"( 4 ) default inheritance hierarchy for categories a ) lexical categories : v > n > p > ng b ) phrasal categories : s > vp > np > pp > gp when phrasal conjuncts are involved , s is the privileged category since it is the start symbol of the grammar .",0
1160,the information gain of feature f is measured by computing the difference in uncertainty .,1
1161,ai : u2 : a3 : u4 : a5 : a6 : u7 : a8 : u9 : a10 : ul1 : a12 : u13 : a14 : a15 : u16 : a17 : u18 : ai9 : hello .,0
1162,"the motto of such a learner is : do n't learn . from ambiguous input and learning efficiency can be measured by the number of sentences the learner has to wait for usable , unambiguous inputs to occur in the input stream .",0
1163,"this problem is not restricted to prepositions : ( knott and sanders , 1998 ) actually build a multi-taxonomy of cuephrases in which elements may give rise to several relations , depending on context .",0
1164,"inferrable information is not explicitly exchanged between the system and 2in the examples , small capitalization denotes a word is accented .",0
1165,"based on the assumption that most concepts and conceptual structures of the domain as well the company terminology are described in documents , applying knowledge acquisition from text for ontology design seems to be promising .",0
1166,"however , example 5 , in which turns 2-7 are the answer to the question in utterance 1 , shows that this is not the case .",0
1167,( 3 ) [ the_dt reawakening_vbg ] of_in [ the_dt abortion-rights_nns movement_nn ] generalisation consists of accepting some sequences of elements which do no correspond to a whole structure .,1
1168,the adapted algorithm is tested on four danish dialogues from two dialogue collections and the results obtained are evaluated .,0
1169,"an important issue for future research is the relation of question and task accommodation to plan recognition approaches to dialogue ( sidner , 1985 ) .",0
1170,the last phase of the project will deal with the real use of the n-v pairs obtained by the machine learning method within one information retrieval system and the evaluation of the improvement of its performances .,0
1171,we believe that this is a good example of a case where developing a system with the rags data structures in mind simplifies the task .,0
1172,this is required for sentence analysis where every word in the sentence must have at least one pos .,0
1173,"we present allis , a learning system for identifying syntactic structures which uses theory refinement .",1
1174,"the structure of mandarin ( base ) syllables is ( cg ) v ( x ) , where ( cg ) the syllable onset c the initial consonant , g is the optional medial glide , v is the nuclear vowel , and x is the coda ( which may be a glide , alveolar nasal or velar nasal ) .",1
1175,"our system , sns ( pronounced `` essence `` ) , retrieves documents related to an unrestricted user query and summarizes a subset of them as selected by the user .",1
1176,"because of the absence of some compound words ( e.g. , gentlelman ) from the dictionary , the simulations concerning `` parent words '' ( e.g. , father is the parent of.fat and her ) for both test 1 and test 2 are not perfect .",0
1177,"a segmentation method ( e . g . , texttiling ( hearst , 1997 ) ) generally segments a text into blocks ( paragraphs ) in accord with topic changes within the text , but it does not identify ( or label ) by itself the topics discussed in each of the blocks .",1
1178,"deriving semantic relationships from this is not particularly reliable , so it is preferable to use search terms which rely more on positional clues .",0
1179,the third domain consists of a set of 300 computer-related jobs automatically extracted from postings to the usenet newsgroup austin.jobs .,0
1180,"article choice is particularly important for this application : many aac users drop articles and resort to a sort of telegraphese , but this causes degradation in comprehension of synthetic speech and contributes to its perception as unnatural and robot-like .",0
1181,"the deep translation track consists of an hpsg based analysis , semantic transfer and finally a tag-based generator ( vmgeco ) .",1
1182,text classification is therefore not a solution .,0
1183,the tf column indicates the average term frequency of a given term within the cluster .,1
1184,a parse state consists of a stack of lexicalized predicates and a list of words from the input sentence .,1
1185,we can indicate which topic is from which text or even which block of a text .,0
1186,chomsky ( 1981 ) ( and elsewhere ) has proposed that all natural languages share the same innate universal principles ( universal grammar -ug ) and differ only with respect to the settings of a finite number of parameters .,1
1187,the generation task in rea thus involves selecting a number of such lexicalized descriptors and organizing them into a grammatical whole that manifests the right semantic and pragmatic coordination between speech and gesture .,0
1188,"if his choice is the latter , he can move up to the headline or the leading text that offer more about the document content .",0
1189,"here the interlingua we rely on is a variant of text meaning representation ( tmr ) ( see http : //crl .nmsu .edu/research/projects/mikro/in dex .html ) and we focus on a sample spanish text and its interlingual analysis , which is known to be reproducible automatically .",0
1190,"the englishgerman translation , like english-spanish , supposes a translation from a language with neutral gender into a language that assigns gender grammatically .",0
1191,"pro ( 1 _p ) n-m ( 2 ) the probability of the event happening m or more times is : = ( 3 ) k=rn finally , p ( m+ , n , p e ) is the probability that m or more occurrences of cues for scfi will occur with a verb which is not a member ofscfi , given n occurrences of that verb .",1
1192,"as a result , languages whose syntactic structures deeply differ from the english ones may 30 present an additional level of complexity that makes mapping to/from unl impossible or unrealistic .",0
1193,in this paper we described a novel language model of incorporating long-distance lexical dependencies based on context coccurrence vectors .,0
1194,a constraint on a data record is the condition that some given constraint function has a given value .,0
1195,"the most basic metric for patterns with symbolic features is the overlap metric given in equation 1 ; where a ( x , y ) is the distance between patterns x and y , represented by n features , wi is a weight for feature i , and 5 is the distance per feature .",1
1196,"robust parsing is often achieved by combining a full parser with a partial parser and fragment-combining rules , but even then some utterances may be correctly recognized , only to be parsed incorrectly or not at all .",0
1197,another part is the analysis of not-translated words .,0
1198,"is : private : shared : plan : stackset ( act1on ) agenda : stack ( action ) pal : set ( prop ) i bel : set ( prop ) qud : stack ( question ) tmp : [ speaker : lu : [ moves : bel : set ( prop ) qud : stackset ( question ) speaker : participant lu : moves : participant assocset ( move , bool ) assocset ( move , bool ) ] ] figure 1 : the type of information state we are assuming this dialogue is incoherent if what is being discussed is when the child maria is going to be picked up from her friend 's house ( at least under standard dialogue plans-that we might have for such a conversation ) .",0
1199,for clir we extend the query generation process so that a document dy written in language y can generate a query qx in language x .,0
1200,a sentence planner is then used to select an appropriate syntactic structure .,0
1201,"on a new data set we have constructed for the task , while we were disappointed not to find parsing improvement over a traditional parsing model , our model achieves a recall of 84 . 0 % and a precision of 67 . 3 % of exact synset matches on our test corpus , where the gold standard has a reported inter-annotator agreement of 78 . 6 % .",0
1202,topic analysis consists of two main tasks : topic identification and text segmentation ( based on topic changes ) .,1
1203,'instance ~-to a set of alternatives c : the adverb describes a property that makes ~ unique in c . thus in ( 3a ) mary is unique among some set c of individuals in passing .,0
1204,"thus , on the taxonomic path tweety ( instancef ) robin bird vertebrate animal object , the concept bird is a basic-level one , which leads to a preference for using the corresponding lexical item when referring to some kind of bird ( i.e. , some concept or instance subsumed by it ) .",0
1205,"in a similar way , disppt denotes dispersion of term t in the level of paragraph .",0
1206,"( 9 ) biz~ ~ ( i0 ) the bill is . . . ( 11 ) the bill clinton is . . . ( 12 ) the bill clinton administration is the lexically ambiguous bill , interpreted as a proper name in isolation , becomes a common noun if preceded by a determiner .",0
1207,"the tool uses a query language that allows to search for tokens , syntactic categories , grammatical functions and binary relations of ( immediate ) dominance and linear precedence between nodes .",0
1208,"verbg situation 2 .1 guiding thoughts ( 1 ) our algorithm is for information processing ema [ 5 ] uses three pairs of phase features in classifying , but from which we can not get an automatic classification algorithm for computers ; the classification can only be done manually .",0
1209,allied to corpus-similarity is corpus-homogeneity .,0
1210,"hence , stm is a natural representation of statistical word occurrence based on topics .",1
1211,the mate workbench allows its users to specify a coding module via a coding module editor .,0
1212,we find that ga feature selection always significantly outperforms the mblp variant without selection and that feature ordering and weighting with ca significantly outperforms a situation where no weighting is used .,0
1213,njfun is a real-time spoken dialogue system that provides users with information about things to do in new jersey .,1
1214,another cause of error is the lack of information about abstract nominals .,0
1215,"the target string ifv~ is then chosen from all possible reorderings 2 of i ? vt = argmax p ( ws , wt ) ( 2 ) wt [ tv~ = arg max p ( i~vt i at ) ( 3 ) wte~w t where at is the target language model and awt are the different reorderings of wt .",1
1216,"the shannon information of word w in text t is defined as i ( w ) = -n ( w ) logp ( w ) , where n ( w ) denotes the frequency of w in t , and p ( w ) the probability of the occurrence of w as estimated from corpus data .",1
1217,this explains poor performance of precoordinated longer phrase based indexing that utilizes phrases as replacements of single words .,0
1218,there are many definitions for the compound noun which cause ambiguities as to whether a given continuous noun sequence is a compound noun or not .,0
1219,"here , an event is the subject of a document itself , i .e .",1
1220,"these sets typically tend to benefit from the modified value difference metric , which creates a condensed hyperspace of features .",1
1221,we claim that it is the degree of inferrability of the relation between the semantics expressed through the two clauses that makes the difference .,0
1222,"the chunks in the conll-2000 shared task are represented with iob based model , in which every word is to be tagged with a chunk label extended with i ( inside a chunk ) , o ( outside a chunk ) and b ( inside a chunk , but the preceding word is in another chunk ) .",1
1223,"this is a result of the need to formalise the huge number of research results that appear in free-text form in online collections of journal abstracts and papers such as medline for databases such as swissprot ( ban : och and apwefler , 1997 ) and also to search such collections for facts in an intelligent way .",0
1224,a textual document is a sequence of terms .,1
1225,"among its effects , there is the fact that b comes to know a 's choice ( refused and grounded attribute are set to `` true '' ) .",0
1226,"accordingly , with an appropriate optimization function over the distance measures between all the senses of the two words , sense # 2 for bank and sense # 1 for shore are assigned as the correct tags for the words , respectively .",0
1227,each story comes with a set of questions about information that is stated or implied in the text .,0
1228,"during keyword extraction , the document is first segmented and converted into a keyword frequency vector ( t fl , t f2 , . . . , t . f m ) , where tfi is the in-document term frequency of keyword wi , and m is the number of the keyword features selected .",1
1229,the reasoning model is interacting with the model of communication process .,1
1230,knn is a lazy learning method in the sense that it does not carry out any off-line learning to generate a particular category knowledge representation .,1
1231,"in addition to the control module , which wires together the other modules , there are six modules in • godis : input , which receives input from the user ; interpret , which interprets utterances as dialogue moves with some content ; generate , which generates natural language from dialogue moves ; output , which produces output to the user ; update , which updates the information state based on interpreted moves ; and select , which selects the next move ( s ) to perform .",1
1232,"3.1 levels of representation the real psa is a miniature robot currently being developed at nasa ames research center , which is intended for deployment on the space shuttle andr international space station .",1
1233,"( 1 ) the bottle . floated out la boteua sali6 flotando ( the bottle exited floating ) ( 2 ) i blew out the candle apagud la vela sopldndola ( i extinguish the candle blowing ) 4 . 1 in order to capture generalizations about motion actions , we have a generalized par schema for motion , and our hierarchy includes different types of motion actions such as inherently directed motion and manner of motion actions that inherit from the more general schema , as shown in figure 4 .",0
1234,our practical goal is to enhance the effectiveness of a wearable device that provides spoken advice to a user operating in a real-world physical environment .,0
1235,"both for execution time and space considerations for the learner and for fear of overtraining , we put a bound on the length of the rre that could be learned , s we define an atomic rre as any rre derived without any concatenation operations .",1
1236,the keyword seq specifies that what follows it is a list of words in their correct linear order .,1
1237,section 3 describes features incorporated into the model and the process of identifying potential segmentation positions .,0
1238,"obviously , the latter is a very expensive task since there are so many documents in a collection and there is not yet a reliable machine translation system that can be used to process automatically .",0
1239,face to face with the reality of use this realization has been most widely accepted in areas of linguistics which deal with language acquisition and teaching .,0
1240,the only requirement for this method is the specification of a sensible task .,0
1241,", word._x b~ , lemma-x sl , ... , lemma_x b~ , sem-x b1 , ... , sem_x b~ , context ) where b1 , ... , bn are the unrepeated terminal nodes from a1 , ... , an , context is the set of all predicates subsumed by the syntactico-semantic structure between the nearest positive example on the left and the nearest one on the right , and sem_xb is the list of isa_x and has_hypernym_x predicates for bi .",1
1242,this paper presented a scheme for integrating natural language processing and information retrieval by adopting a finite-state model of language and a ternary expression representation of document content .,0
1243,figure 6 depicts a 3d representation of results obtained from profiling vbtags with six other major syntactic categories ; figure 7 shows the main syntactic behavioural features found for the co-occurrence of some of the major syntactic classes ranging over the chosen window of ten words .,0
1244,the next section describes the multi-dimensional space for the document collection .,0
1245,"allis ( architecture for learning linguistic structure ) ( d6jean , 2000a ) , ( d6jean , 2000b ) is a symbolic machine learning system .",1
1246,where p ( i ) is the position of the web document in the ordered list .,1
1247,"content-based measures which depend on a single ground truth gi compute the summary-ground truth similarity sim ( s , gi ) .",0
1248,"an intimate relationship between the two issues is becoming apparent for example , in the consideration of translation equivalence in parallel corpora , the construction of mullilingual ontologies , and the examination of senses in relation to specific natural language applications such as machine translation , information retrieval , summarization , etc .",0
1249,a preliminary evaluation of the proposed method yielded results of up to 79 % accuracy rate for the english data on 81 . 8 % of the semcor manually tagged data .,0
1250,"for a new lexical entry e i , the effectiveness f~ ( e i ) is measured by the reduction in error which results from adding the lexical entry to -~ error ( e , ) .",1
1251,"the lexicon : f~ ( e i ) = f : rr°r ( e i ) o+ao here , f , ~ r~°r ( el ) is the chunking error number of the lexical entry e i for the old lexicon r~ error / x and r~ , +~ te i ) is the chunking error number of the lexical entry e i for the new lexicon + ao where e~ e a~ ( a~ is the list of new lexical entries added to the old lexicon ~ ) .",0
1252,"rather , i intend to put forth the conjecture that syntax acquisition is extremely sensirive to the distribution of ambiguity , and , given this extreme sensitivity , suggest that simulation studies need to be conducted in conjunction with a broader analysis which abstracts away from whatever linguistic particulars are necessary to bring about the sentences required to build the input sample that feeds the simulated learner .",0
1253,"section 2 first gives a general outline of the trainable method we have defined to extract chinese entity names and their relations , then describes person name extraction , entity name classification and relation extraction in detail .",0
1254,"multi-document summarization differs from single in that the issues of compression , speed , redundancy and passage selection are critical in the formation of useful summaries .",0
1255,"certain dialog contributions are explained by the speaker 's rhetorical goals , rather than by task goals .",0
1256,"adding redundancy to a signal before transmission is a well-known technique in digital communication to allow for the recovery of errors due to noise in the channel , and this is the key to the success of ecoc .",0
1257,"for people who answered not sure or yes , we looked at their decisional balance , that is the number of likes and dislikes they had about smoking , and placed them into lacks confidence if their dislikes clearly outnumbered their likes , and classic precontemplator otherwise .",1
1258,"each story has an average of 20 sentences , and the question answering task as formulated for a computer program is to select a sentence in the story that answers to a question .",1
1259,"number of occurrences of w in c x • e0e igx ) = length of cx which is the general language probability for word w in language x . number of occurrences of w in d • e ( wld ) = length of d in principle , any large corpus cx that is representative of language x can be used in computing the general language probabilities .",1
1260,"define goodpotential 0 to i ( s ) as the number of sentences s in the training corpus for which guess [ s ] =0 , truth [ s ] = 1 and 3k : ( s , k ) ~ corpus_position_set ( s ) .",1
1261,"the verb ' fight `` is the only verb that has a different transitivity bias in each of the three corpora ; with all other verbs , at least two corpora share the same bias .",0
1262,"the data consists of fourtuples of words , extracted from the wall street journal treebank .",1
1263,consider the partially saturated relation below that is the denotation of the relative clause of la at the point when the downstairs s has been parsed ( `` which the three companies will equally shoulder `` ) .,0
1264,the filter is the only component of this system which we experiment with here .,0
1265,"argumentative zones we have previously evaluated the scheme empirically by extensive experiments with three subjects , over a range of 48 articles ( teufel et al . , 1999 ) .",0
1266,rsttool is a graphical tool for annotating a text in terms of its rhetorical structure .,1
1267,in our case the meta-interpreter is the chart parser augmented with the generation of needs and the partial proof is represented by the chart augmented with the needs .,1
1268,"similarly , the syntactic constructions and the discourse structures of this component should correspond to the set of allowed constructions / structures in the cl .",0
1269,"disambiguation can be separated between ms ( morpho-syntactic , i.e .",1
1270,of the np : in case the head of an np is a noun we also use its countability as a feature .,0
1271,some synsets are selected and regarded as the mapping of the cilin sense tag .,0
1272,"previous research approached the task of determining which rule combinations to allow either by a process of manual trial and error or by statistical measures based on a collection of positive examples only : if the original grammar produces more than a single parse of a sentence , only the `` correct `` parse was stored in the treebank .",0
1273,"meanings of referring expressions should therefore appeal to a condition @ p which describes f iff there is a c for which @ cp describes f . clearly , if @ p describes f and @ p describes f ' then @ p describes fu i ' ~ .",0
1274,semantics alone worked at least as well as goldsmith 's frequency-based approach .,0
1275,`` +1 '' means that the algorithm needs one bit to indicate whether the collocational relationship between the two clusters exists .,1
1276,"a better analysis would be to mark a question-answer relation between utterances 2 and 3 , and a motivation relation between utterance 1 and the unit consisting of utterances 2 and 3 .",0
1277,the sifas ( syntactic marker based full-text abstraction system ) system has been implemented to use discourse markers in the automatic summarization of chinese ( t'sou et al .,1
1278,the retrieval status value is shown in a bold black font after the url title .,0
1279,time is the total time for the query in seconds .,1
1280,"for instance , the third clause means : `` text a deals with imports if it contains a sentence with a subject composed by a np containing a persona giuridica , the verb of the main sentence is interessare ( to interest ) in finite affirmative mood , and the indirect object consists of a pp containing the word importazione '' .",0
1281,"the total probability of the ith target-text token ti is just the average of the probabilities with which it is generated by each source text token sj ; this is a weighted average that takes the distance from the generating token into account : is1 p ( tils ) = ~p ( tilsj ) a ( jli , is [ ) j=o ( 3 ) where p ( ti is j ) is a word-for-word translation probability , isl is the length ( counted in tokens ) ofthe source segment s under translation , and a ( jli , is\ ] ) is the a priori alignment probability that the target-text token at position i will be generated by the source text token at position j ; this is equal to a constant value of 1~ ( is i + 1 ) for model 1 .",1
1282,"the categories and rules in the grammar are defined as types in the hierarchy , represented in terms of tdfss and the feature structures associated with any given category or rule are defined by the inheritance chain .",0
1283,the second software engineering challenge stemming from this is the amount of time necessary to bring up a translation engine .,0
1284,"for simple information requests we have identified two important concepts , termed objects and properties ( jsnsson , 1997 ) where objects models the set of objects in the database and properties denotes a complex predicate ascribed to this set .",1
1285,these morphemes were then linearized in the second network .,0
1286,"from an implementation point of view , the core of transtype relies on a flexible object oriented architecture , which facilitates the integration of any model that can predict units ( words or sequence of words ) from what has been already typed and the source text being translated .",0
1287,ontology learning operates on the extracted information and is used for three tasks .,0
1288,the theoretical generality of a generalized clause is the number of not generalized clauses ( e + ) that this clause can cover .,1
1289,the expression specification first of all defines which verb to use in the expression .,0
1290,"in linguistics , telicity is a phase feature used in classifying .",1
1291,this example is the most explicit form an initializer can take as it contains a lexical element which corresponds to each of the four functions outlined above .,0
1292,"the input is the set of story sentences and questions , such that the words in each are tagged with pos tags and the names are marked with type and gender information .",0
1293,"regardless of this , there is a ceiling on the performance of these systems at around 80 % token recall. where token recall is the percentage of scf tokens in a sample of manually analysed text that were the approaches to extracting scf information from corpora have frequently employed statistical methods for filtering .",1
1294,"( mellish et al . , 1998a ) summarises the genetic algorithm roughly as follows : quences by loosely following sequences of facts where consecutive facts mention the same entity .",1
1295,"this if representation is neutral between sentences that have different verbs , subjects , and objects such as a double room costs 150 dollars a night , the price of a double room is 150 dollars a night , and a double room is 150 dollars a night .",0
1296,"in general , chinese phrases can roughly be classified into five categories , i.e. , subpredicate , verb-object , modifier-center , verbcomplement , and coordinate .",1
1297,the test set consists of 30 stories from grade 3 and 30 stories from grade 4 .,1
1298,x m is further expanded into a spine-etree whose head x ° is the anchor of the whole mod-etree .,0
1299,"given two sequences , crossover inserts a random segment from one sequence in a random position in the other to produce two new sequences .",0
1300,"task-based evaluation in general consists of the following three steps : ( l ) data preparation : assume an information need , create a query for the information need , and prepare simulated search results with different types of summaries .",1
1301,"if ( interchange format ) , the interlingua used by the c-star consortium , is a speech-act based interlingua for taskriented dialogue .",1
1302,our conclusions show the importance of the application area in the design of nlp tools .,0
1303,"hk covers s ) , we have pcai ( s ) • o~ i hk ) = pc + o `` nc pc -tnc ( 14 ) where pc and ne are the number of positive and negative examples covered by hk respectively .",1
1304,technical writers find it difficult to comply with the writing rules of a cl which are often hard to justify ( cla .,0
1305,"an example is a vector denoting the truth ( presence , l ) or falsehood ( absence ,0 ) of propositional variables .",0
1306,the distribution environment of a word is the set of words of other parts of speech that can be collocated with it .,0
1307,the constructions of coordination and apposition are represented by a special node ( usually the node of the coordinating conjunction or other expression ) that is the governor of the coordinated subtrees and their common complementation in the ats .,1
1308,"to evaluate the approach , we took a sample of 20 million words of the bnc and extracted all sentences containing an occurrence of one of the 60 test verbs on average of 3000 citations of each .",0
1309,each graph consists of smaller subgraphs for each individual document ( figure 4 ) .,0
1310,"some are the result of inconsistency in labeling in the training data ( ratnaparkhi 1996 ) , which usually reflects a lack of linguistic clarity or determination of the correct part of speech in context .",0
1311,"that is the effect of adding ( m1 ) to the grammar : since the parsebank and the prediction models are updated on-line , the presence of the word retrieve in subsequent utterances becomes a strong indicator of list and , associatively , of [ listma±l ] .",0
1312,"knn and svm have been reported as the top performing methods for english text categorization ( yang and liu , 1999 ) .",0
1313,"when the proper name x is a new word , it will be segmented into shorter segments ( xl+x2+ . . . +xn ) .",0
1314,"for each question type , we find one word that has the highest positive c value for that question type .",0
1315,"the probability p ( ws , wt ) is computed in the same way as n-gram model : where wl e lsue , zi e ltue , e is the empty string and wi_zi is the symbol pair ( colons are the delimiters ) drawn from the source and target language .",1
1316,each link file also defines a predicate .,0
1317,"since wordsmith tools is windows software , it has appealed to a large audience of applied linguists willing to do corpus-based research , to whom this platform is generally the only one that they know how to use .",0
1318,"because this is a specific lessons learned about the cybertrans experience , it is beyond the scope of this paper to compare this architecture with other architectures .",0
1319,"perplexity measures [ keene and o ' kane , 1996 ] or topic detection [ mahajan et al . , 1999 ] ) selects or combines with a more appropriate language model .",0
1320,"also , the parse trees served as the language for describing very question specific techniques , such as the ones for `` where ' ' questions presented in the previous section .",0
1321,"generally , dependency structure analysis consists of two steps .",0
1322,"on the other hand , ambiguity can also be introduced at the decomposition stage , if multiple lexical entries can match a single structure the result of the decomposition process is a match-structure indicating the hierarchical relationship between all lexical entries , which , together cover the input clcs .",0
1323,"for illustration , one of the rules , namely date , has been selected for application : tile highlighted arcs and nodes of tile input structure are the part to which date is applicable .",0
1324,the couocational degree is defined as the ratio of the existing collocation instances between the cluster and its distribution envffonment to all possible collocations generated by them .,1
1325,definition 3 : boundary tag denotes the possible relative position of a word to a base phrase .,1
1326,"there is a number of important areas of research that extrans and webextrans , and by extension any ae system , has to focus on .",0
1327,he also builds a probabilistic model which indicates that the probability of two words being morphological variants is based upon the probability of their respective changes in orthography and morphosyntactics .,0
1328,"roelofs [ 1996 , p. 308 ] describes a 'lemma' as a representation of the meaning and the syntactic properties of a word , and the task of lemma retrieval as a crucial step in the process of grammatical encoding , where buildsituations of utterance .",1
1329,"there is a general rule that requires speakers to use this term in order to obtain an unmarked utterance in a given context : - : - . unless . this would result in an ' abnormal communication ' , in which case the speaker should deviate from neutral level , but only to the minimum degree required to ensure normality .",0
1330,"this first grammar is fully eqivalent to a xml dtd that describes the structure of a notice , though it distinguishes finer-grained units 1hart traditional l ) ti ) s tends to do .",1
1331,figure 5 shows a process of the compound noun indexing with an example .,0
1332,if a number is a four-digit number starting with 16 to 19 or is followed by a.d or b.c .,0
1333,"for a given data sequence z m = xl . . . zm and for a fixed probability model m , 1 the stochastic complexity of x m relative to m , which we denote as sc ( x m : m ) , is defined as the least code length required to encode x rn with m ( rissanen , 1996 ) .",1
1334,"as yarowsky shows , both measures correlate closely , so we 208 only used the experimental results of decision word pos # senses # ex .",0
1335,"the informaton structure of this example consists of two parts , the dependency relations and the hownet definitions .",0
1336,"for anfis , the set of sentence-question pairs was divided into five groups according to question type .",0
1337,the basic idea of representing the structural tags is similar to skut and brants ( 1998 ) and the structural tag consists of three parts : 1 ) structural relation .,1
1338,"to extract the corresponding syntax information of english chinese bilingual corpus by shallow parsing is a direction for future work , also .",0
1339,"the expected value of feature fi with respect to the empirical distribution i~ ( x , y ) is expressed as x , y and the expected value of fi with respect to the probability distribution p ( ylx ) is p ( . fi ) -~ ~ ( x ) pcylx ) . h ( x , y ) , x~y where l~ ( x ) is the empirical distribution of x in the corpus .",1
1340,"this approach reports experimental results , using the sri core language engine , ( alshawi , 1992 ) , in the atis domain , of more than a 3-fold speedup at a cost of 5 % in grammatical coverage , the latter which is compensated by an increase in parsing accuracy .",0
1341,traditional ir systems treat the query as a pattern of words to be matched by documents .,1
1342,the pre-recorded dialogues were copied from cd and digitised for analysis at 22 khz using entropic ' s esps/ waves + speech analysis software running on a sun workstation in the phonetics laboratory of the universiw of melbourne .,0
1343,"2.3 distance between clusters in order to measure the distance between clusters of the same part of speech , we use the following equations : 1 [ ~ ' [ `` 1~/i ( 1 ) disa ( ai , aj ) and lie , u % l ( 2 ) where o~ is the distribution environment of ~ and is make up of nouns which can be collocated with distribution environment composed of adjectives collocated with n i .",1
1344,"each story has the form of a newspaper article , including a title and dateline .",0
1345,( c3 ) target grammar : each tree in the set falls into one of the three types as specified in section 3 . 1 .,1
1346,"we asked 2 native japanese who have an intermediate level understanding of chinese language and who are the fluent users of the internet search engines , to formulate 5 queries each in natural japanese .",0
1347,"3 .1 muc-6 the corpus for muc-6 ( muc , 1995 ) contains 60 articles , from the test corpus for the dry and formalruns .",1
1348,"if each corpus generates a separate set of probabilities , which probabilities are the correct ones to use as a model of human language processing ?",0
1349,when one lexeme represents at least 80 % of the class .,0
1350,the parsers combine lexical indices such as discourse markers with formatting instructions ( html tags ) for analyzing enumerations and associated initializers .,1
1351,"reward and punishment are the utility metrics corresponding to each sub-goal ( winlder , 95 1972 ) depending upon the hypothesis of uncertainty of understanding and the level of importance .",1
1352,"the motivation for this is obvious : when a summarization filter ( which is a program under our control ) is generating a media object , we can often provide sufficient recta-information about that object to generate a short caption and some running text .",0
1353,"in this context , there is no clue for deciding whether ashley judd is a star or an athlete .",0
1354,the senses with the highest confidence scores are the senses that contribute the most to the maximization function for the set .,0
1355,we present two measures for comparing corpora based on information theory statistics such as gain ratio as well as simple term-class ~equency counts .,0
1356,first step is to make automatically labeling and to chunk each sentence from spoken dialog corpus into a set of short subphrases .,0
1357,"the word-list captions , however , were dramatically worse on two-word queries ( 70.5 % ) than on one-word queries ( 89.7 % ) .",0
1358,the syntactic structure corresponding to the sentence `` hennessy will be a hard act to follow `` is presented in figure 1 as an example ( the syllable level has been omitted for clarity ) .,0
1359,the adam ' s five levels of annotation were mainly chosen in consideration of their interest for practical applications of the annotated material .,0
1360,"3 .3 terminology in the following discussion , we will use the following terminology : * predicate : each column of an entity file defines a predicate .",0
1361,the generator is freely available to the nlg research comnmnity ( see section 5 below ) .,0
1362,"1 phrase structure soc fig . 2 dependency structure i this work was mainly done while the author visited kodensha ltd , japan during 1996 . -1999 78 sentence-1 is a pivot sentence ( ~gd ' f~3 ) , i.e. , `` ~1~ `` is not only the object of `` i , w `` butalso the subject of `` ik~ `` .",0
1363,the utility of a path in the graph is the summation of the reward/punishment ratio of all the nodes ( subgoals ) in that path .,1
1364,"if a character string reaches the threshold of more than one p ( cat ) , it will be assigned more than one syntactic category .",0
1365,( 7 ) ceclass h ( c [ f=v ] ) is the class entropy computed over the subset of instances that have v as value for fi .,1
1366,r is the number of tokens in the target string .,0
1367,it is based on string edit distance between the output of the generation system and the reference corpus string .,0
1368,the base-line model is a trigram model ( trigram ) ps algorithm and features of n-grams and distance 2 n-grams .,0
1369,( case head ) it means that the case feature is used and it is a head feature 3 .,0
1370,"trying new feature combinations , by adding them manually and testing the new configuration is a time consuming and not very interesting activity .",0
1371,a word token is an occurrence of a type in the corpus .,1
1372,"in this method , hownet was used as our information source , and a co-occurrence frequency database of sememes was constructed and then used for wsd .",0
1373,we observed the conversations of users and tas in the cims computer rooms by recording and transcription ( 20 hours observation ; 1.5 hours recording ) .,0
1374,this is a good performance for single features .,0
1375,`` precision '' is the percentage of correct answers among the answers proposed by the system .,1
1376,"we present measures to evaluate filtering performance and preliminary results on spanish , arabic and haitian creole falcon systems .",0
1377,however such a method only identifies the organizations of the known organization types and provides new proper names only .,0
1378,2 ) 2.2.2 text = `` latest document summary '' audio = text = ere ate ( `` summarize -gen eric -compression .1/peru/p32 '' ) 2.3 biographies 2.3.1 audio = `` a profile of @ 2 .,0
1379,"when analysing the content of a document , terms are the basic processed units -usually they are words of natural language .",0
1380,"( h3 ) there is a positive correlation between the sum of long run semcat weights and the semantic coherence of a paragraph , the total paragraph semcat weight .",0
1381,we use a phrase-based vnsa target language model to retrieve the most likely translation from the lattice .,0
1382,"for example , indexing adjacent word pairs consists of indexing adjacent words with the adjacent relation .",0
1383,this work represents a novel approach to translation modeling which is most appropriate for applications like transtype which need to make rapid predictions of upcoming text .,1
1384,"`` it is not sufficient that the string `` robert sheckley '' or `` sheckley '' is in the text , but the document has to say that robert sheckley is the author of options .",0
1385,"when running smart on this re-segmented corpus , we obtain an average precision of 43.42 % , which shows a slight improvement of 1.2 % .",0
1386,"let us consider further a broad coverage domain which consists of a small number of sanaple news documents about the same topic , 'kobe japan quake ' .",0
1387,"it solves the task of mapping the direx structures selected in the dialogue nmmory into sequences of full fledged semant . ic sentence descriptions ( vits ) , thereby performing the following steps : * document planning : extracting , preparing and dividing the content of the dialogue memory into a predefined format .",0
1388,class probability assignments are then estimated using statistics computed on the equivalence classes .,1
1389,"12 conclusions and future work we proposed an approach to cross-lingual ir based on hidden markov models , where the system estimates the probability that a query in one language could be generated from a document in another language .",0
1390,"the colnmn cl_id in the table node_pair_/ , for example , is a foreign key referring to the colnmn clad in the table pair_class .",1
1391,we require that each entity record provides a type for the entity in a field labelled class .,0
